,DELNG_DE,MRKT_NM,CPR_NM,PRDLST_NM,SPCIES_NM,GRAD,weight,PRI_MAX,PRI_MIN,PRI_AVE,PRI_PRED
389,2021-01-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1000.0,2789.1975308641977,3020.0361
390,2021-01-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1000.0,2973.6666666666665,2978.3289
391,2021-01-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1000.0,2801.9841269841268,2982.0002
392,2021-01-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,3354.6610169491523,3065.377
393,2021-01-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,750.0,3214.144736842105,3127.8738
394,2021-02-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1250.0,3383.333333333333,3189.693
395,2021-02-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,1000.0,3573.8636363636365,3236.61
396,2021-02-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,750.0,3652.857142857143,3336.697
397,2021-02-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6200.0,1000.0,3655.246913580247,3388.0598
398,2021-02-06,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,666.67,3252.6402970297027,3430.243
399,2021-02-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,900.0,2943.333333333333,3420.5564
400,2021-02-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,850.0,3773.6979166666665,3304.2502
401,2021-02-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,3841.517857142857,4656.1157
402,2021-02-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,750.0,2967.2592,4524.297
403,2021-02-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,6800.0,7000.0,4212.8125
404,2021-02-18,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,1000.0,2534.45945945946,3934.9075
405,2021-02-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,800.0,2287.5,3587.188
406,2021-02-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,1000.0,2300.373134328358,3258.0107
407,2021-02-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1250.0,2296.6666666666665,2969.3826
408,2021-02-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2500.0,1750.0,2101.5625,2718.561
409,2021-02-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1000.0,2376.492537313433,2531.0793
410,2021-02-25,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1000.0,2319.93670886076,2477.5024
411,2021-02-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,1000.0,2419.230769230769,2446.353
412,2021-02-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3400.0,1000.0,2344.736842105264,2436.766
413,2021-03-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1500.0,4375.0,2415.4797
414,2021-03-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,700.0,2496.538461538461,2918.9004
415,2021-03-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,600.0,2629.0178571428573,2842.2012
416,2021-03-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,800.0,2818.44262295082,2827.175
417,2021-03-06,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,3114.8809523809523,2824.8208
418,2021-03-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3750.0,1500.0,2837.837837837838,2884.846
419,2021-03-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1000.0,2674.6710526315787,2813.752
420,2021-03-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1000.0,2747.463768115942,2840.8452
421,2021-03-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1000.0,2685.169491525424,2865.6157
422,2021-03-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1000.0,2606.6666666666665,2856.3333
423,2021-03-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2750.0,2250.0,2454.5454545454545,2833.7598
424,2021-03-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,2633.4375,2738.3992
425,2021-03-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1000.0,2463.4375,2726.5037
426,2021-03-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1500.0,2434.0,2707.338
427,2021-03-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1000.0,2506.168831168832,2682.2295
428,2021-03-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1750.0,2439.453125,2671.5728
429,2021-03-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1000.0,2431.060606060606,2639.2654
430,2021-03-25,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1000.0,2439.1666666666665,2625.1418
431,2021-03-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,1000.0,2301.5625,2614.8127
432,2021-03-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1250.0,2465.410958904109,2598.7786
433,2021-03-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3000.0,1250.0,2314.3939393939395,2604.7524
434,2021-03-31,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3400.0,1000.0,2219.927536231884,2596.87
435,2021-04-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3400.0,1250.0,2309.246575342466,2588.6982
436,2021-04-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,1100.0,2203.869047619048,2570.9475
437,2021-04-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3500.0,1100.0,2373.310810810811,2544.601
438,2021-04-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3750.0,1250.0,2583.6065573770493,2582.2024
439,2021-04-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3500.0,1250.0,2448.7179487179487,2616.175
440,2021-04-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3500.0,1050.0,2591.1392405063293,2649.5493
441,2021-04-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,750.0,2486.688311688312,2768.9382
442,2021-04-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1100.0,2634.051724137931,2746.2366
443,2021-04-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1050.0,2596.385542168675,2749.6877
444,2021-04-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1625.0,2473.7951807228915,2770.2976
445,2021-04-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1300.0,2547.0779220779223,2754.8672
446,2021-04-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,900.0,2577.8735632183907,2707.6772
447,2021-04-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1000.0,2550.6493506493507,2682.1133
448,2021-04-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,1625.0,2493.840579710145,2684.1912
449,2021-04-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,1350.0,2388.6029411764707,2711.589
450,2021-04-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3400.0,1500.0,2273.611111111112,2579.9534
451,2021-04-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1500.0,2157.196969696969,2533.9775
452,2021-04-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,1250.0,2132.954545454545,2468.9487
453,2021-05-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,1250.0,2204.5180722891564,2435.1155
454,2021-05-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1250.0,2326.455079365079,2360.7117
455,2021-05-06,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1350.0,2434.1666666666665,2404.3884
456,2021-05-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1500.0,2674.583333333333,2455.6238
457,2021-05-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2625.0,2250.0,2541.6666666666665,2564.3079
458,2021-05-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1400.0,2795.967741935484,2913.7078
459,2021-05-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1500.0,2875.7246376811595,2933.9263
460,2021-05-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,2731.4606741573034,2949.0037
461,2021-05-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3400.0,1750.0,2518.75,2931.8154
462,2021-05-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2250.0,2250.0,2250.0,2828.7522
463,2021-05-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1000.0,2428.076923076923,2698.6558
464,2021-05-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,750.0,2554.7413793103447,2608.781
465,2021-05-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,750.0,2517.605633802817,2612.165
466,2021-05-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,2820.6521739130435,2710.9893
467,2021-05-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2761.567164179105,2797.4229
468,2021-05-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1200.0,3064.236111111112,2829.517
469,2021-05-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,750.0,2751.86170212766,2903.0142
470,2021-06-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,1100.0,2758.783783783784,2867.7256
471,2021-06-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1250.0,2773.214285714286,2852.2175
472,2021-06-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2841.780821917808,2883.8308
473,2021-06-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1000.0,2937.8125,2895.5618
474,2021-06-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3750.0,1250.0,2612.179487179488,2928.202
475,2021-06-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,1875.0,1250.0,1562.5,2945.6199
476,2021-06-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2866.923076923077,2838.041
477,2021-06-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2931.153846153846,2869.0142
478,2021-06-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1250.0,2812.078651685393,2896.3152
479,2021-06-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2686.160714285714,2856.834
480,2021-06-18,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2470.9821428571427,2807.478
481,2021-06-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,200.0,2282.6704545454545,2759.4773
482,2021-06-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2416.3793103448274,2690.3113
483,2021-06-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1000.0,2290.5797101449275,2559.0847
484,2021-06-25,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1100.0,2165.769230769231,2545.2026
485,2021-06-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,900.0,2159.868421052632,2511.595
486,2021-06-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3000.0,1750.0,2136.3636363636365,2486.093
487,2021-07-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,700.0,2286.61971830986,2437.6768
488,2021-07-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,850.0,2294.4444444444443,2446.3394
489,2021-07-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4800.0,250.0,2158.455882352941,2458.7854
490,2021-07-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2500.0,2500.0,2500.0,2461.793
491,2021-07-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,750.0,2516.8032786885246,2484.4917
492,2021-07-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,600.0,2394.04761904762,2533.3442
493,2021-07-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1000.0,2495.1492537313434,2537.5854
494,2021-07-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,550.0,2248.5119047619046,2515.6682
495,2021-07-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,2500.0,2500.0,2500.0,2472.2556
496,2021-07-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,750.0,1625.0,2507.9983
497,2021-07-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,500.0,1655.660377358491,2277.163
498,2021-07-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,750.0,1817.692307692308,2073.6992
499,2021-07-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,750.0,1742.1052631578948,1850.1412
500,2021-07-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,750.0,1646.2837837837835,1818.0709
501,2021-07-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,500.0,1807.3076923076924,1754.031
502,2021-07-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,1750.0,750.0,1333.3333333333333,1720.623
503,2021-07-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,500.0,1309.8484848484848,1652.1624
504,2021-07-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3600.0,250.0,1185.648148148148,1580.1367
505,2021-07-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,500.0,1391.3934426229507,1532.626
506,2021-07-31,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,300.0,1736.8902439024391,1497.1135
507,2021-08-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,1250.0,2238.257575757576,1568.6423
508,2021-08-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,500.0,2323.972602739726,1763.4329
509,2021-08-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7000.0,850.0,2276.234567901234,1990.2214
510,2021-08-06,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,500.0,2384.8765432098767,2207.6792
511,2021-08-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3250.0,1500.0,2280.555555555556,2414.4622
512,2021-08-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3800.0,500.0,2389.3835616438355,2454.723
513,2021-08-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1050.0,2657.377049180328,2534.731
514,2021-08-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,750.0,2888.671875,2627.8997
515,2021-08-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6200.0,750.0,3004.230769230769,2763.1387
516,2021-08-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,500.0,3076.689189189189,3175.7988
517,2021-08-25,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3339.2241379310344,3164.383
518,2021-08-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,500.0,3121.376811594203,3190.2463
519,2021-08-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6200.0,650.0,3097.3076923076924,3192.9946
520,2021-08-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1000.0,2965.548780487805,3178.9895
521,2021-09-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5600.0,550.0,3143.840579710145,3160.7883
522,2021-09-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,750.0,3278.6585365853657,3152.641
523,2021-09-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,750.0,3618.8271604938273,3174.0286
524,2021-09-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,1250.0,3624.662162162162,3257.4016
525,2021-09-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,1250.0,4088.2075471698113,3380.1672
526,2021-09-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,800.0,4025.714285714286,3483.1453
527,2021-09-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7800.0,1100.0,4249.382716049383,3587.395
528,2021-09-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1250.0,3881.5104166666665,3680.8604
529,2021-09-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4750.0,2250.0,3966.6666666666665,3777.645
530,2021-09-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,3919.642857142857,3772.689
531,2021-09-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7800.0,1250.0,3864.4117647058815,3752.5317
532,2021-09-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,10000.0,800.0,4992.431192660551,3865.2173
533,2021-09-18,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,12200.0,750.0,7713.559322033899,4034.7476
534,2021-09-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,8800.0,300.0,3556.6,4459.277
535,2021-09-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3750.0,3750.0,3750.0,4100.2383
536,2021-09-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3500.0,2000.0,3041.6666666666665,3947.0632
537,2021-10-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,750.0,2808.582089552239,3483.1975
538,2021-10-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5600.0,1250.0,3005.6666666666665,3304.3865
539,2021-10-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1150.0,3498.936170212766,3201.6099
540,2021-10-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,8000.0,1250.0,3786.320754716981,3253.541
541,2021-10-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7800.0,2500.0,3911.029411764706,3342.1118
542,2021-10-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6200.0,1000.0,3368.548387096774,3526.7625
543,2021-10-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,1150.0,3408.928571428572,3512.2832
544,2021-10-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6200.0,1150.0,3606.418918918919,3515.808
545,2021-10-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5600.0,1250.0,3679.878048780488,3535.8425
546,2021-10-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1200.0,3297.950819672132,3625.827
547,2021-10-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3375.0,3375.0,3375.0,3559.6519
548,2021-10-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1250.0,3520.833333333333,3502.909
549,2021-10-23,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1250.0,3654.807692307693,3498.1736
550,2021-10-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,1200.0,3489.6666666666665,3505.7432
551,2021-10-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,1250.0,3475.0,3496.5613
552,2021-10-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,1300.0,3214.423076923077,3479.385
553,2021-11-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1250.0,3119.2028985507245,3447.1216
554,2021-11-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1200.0,3176.865671641791,3363.841
555,2021-11-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,1250.0,3104.5454545454545,3347.2366
556,2021-11-06,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,1750.0,3197.1830985915494,3314.7788
557,2021-11-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,3062.847222222222,3284.3296
558,2021-11-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,3097.7611940298507,3284.6936
559,2021-11-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1150.0,3070.5696202531644,3237.5312
560,2021-11-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1400.0,3122.1153846153848,3238.9924
561,2021-11-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2929.573170731708,3220.378
562,2021-11-18,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1750.0,2891.25,3185.0095
563,2021-11-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4400.0,1250.0,3078.308823529412,3178.9924
564,2021-11-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,3067.948717948718,3190.6316
565,2021-11-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1250.0,2931.25,3181.4307
566,2021-11-25,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4000.0,1500.0,3153.703703703704,3186.4656
567,2021-11-26,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4200.0,1200.0,3019.230769230769,3216.322
568,2021-11-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1200.0,3080.9375,3223.8828
569,2021-12-01,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,3006.7796610169494,3220.951
570,2021-12-02,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,3227.8846153846152,3226.8872
571,2021-12-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1250.0,3269.736842105264,3214.0337
572,2021-12-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1750.0,3122.1153846153848,3212.6218
573,2021-12-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1250.0,3086.923076923077,3193.3367
574,2021-12-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1250.0,3150.0,3173.9827
575,2021-12-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1250.0,3245.454545454545,3194.9023
576,2021-12-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5000.0,1250.0,3145.909090909091,3199.494
577,2021-12-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5600.0,1050.0,3048.684210526316,3200.6382
578,2021-12-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,1200.0,3165.566037735849,3275.1526
579,2021-12-16,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,900.0,3208.333333333333,3308.64
580,2021-12-17,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,1150.0,3409.583333333333,3321.1099
581,2021-12-18,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,1050.0,3259.1176470588234,3366.4316
582,2021-12-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,400.0,3091.0714285714284,3339.9575
583,2021-12-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3425.0,3290.976
584,2021-12-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,1250.0,3621.527777777778,3248.4753
585,2021-12-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,750.0,3494.4444444444443,3329.8452
586,2021-12-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,1250.0,3778.787878787879,3352.0715
587,2021-12-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6800.0,1250.0,3789.5833333333335,3390.6433
588,2021-12-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6400.0,700.0,3894.551282051282,3444.4702
589,2021-12-31,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6600.0,1000.0,3527.6881720430106,3525.8694
590,2022-01-03,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,500.0,3785.294117647059,3577.095
591,2022-01-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,750.0,3311.029411764706,3590.3586
592,2022-01-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,1750.0,3321.538461538461,3505.2454
593,2022-01-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,750.0,3023.7704918032787,3300.8604
594,2022-01-08,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,800.0,3105.9701492537315,3243.2102
595,2022-01-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,700.0,3271.484375,3219.3936
596,2022-01-13,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,750.0,3355.555555555556,3254.6
597,2022-01-14,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3987.5,3306.5056
598,2022-01-15,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6000.0,750.0,3873.076923076923,3429.0884
599,2022-01-19,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,1000.0,4072.794117647059,3549.3423
600,2022-01-20,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7200.0,750.0,4163.214285714285,3649.3337
601,2022-01-21,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7000.0,900.0,4278.395061728395,3718.3098
602,2022-01-22,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,6600.0,800.0,4398.4375,3830.9304
603,2022-01-24,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,3500.0,3500.0,3500.0,3886.0076
604,2022-01-27,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,8200.0,1250.0,5002.247191011236,3919.1125
605,2022-01-28,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,9600.0,750.0,5337.254901960784,4079.24
606,2022-01-29,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7800.0,1050.0,4189.112903225807,4308.086
607,2022-01-30,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,3056.3888888888887,4234.63
608,2022-02-04,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,8000.0,1250.0,3185.0515463917527,3983.8557
609,2022-02-05,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,8800.0,750.0,2810.3896103896104,3763.7424
610,2022-02-07,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,9400.0,500.0,2825.0,3584.997
611,2022-02-09,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5600.0,1000.0,2462.9464285714284,3587.7468
612,2022-02-10,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5400.0,1000.0,2424.1071428571427,3338.417
613,2022-02-11,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,4600.0,600.0,2500.0,3136.256
614,2022-02-12,서울가락도매,서울청과,새송이,새송이(일반),특,1KG,5200.0,1250.0,2798.5915492957747,2986.8677
