,DELNG_DE,MRKT_NM,CPR_NM,PRDLST_NM,SPCIES_NM,GRAD,weight,PRI_MAX,PRI_MIN,PRI_AVE,PRI_PRED
0,2021-01-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,5400.0,3300.0,4854.545454545455,3700.5642
1,2021-01-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,6350.0,3750.0,5623.563103448277,3984.5024
2,2021-01-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,8500.0,5950.0,7810.752580645162,4395.91
3,2021-01-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,8000.0,5000.0,6667.663684210526,5118.4204
4,2021-01-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,7500.0,2250.0,6503.6459375,5544.347
5,2021-01-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,8600.0,5150.0,7779.032258064516,5674.5166
6,2021-01-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,9550.0,3900.0,7847.348611111111,5987.071
7,2021-01-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,9500.0,3000.0,8544.285600000001,6276.389
8,2021-01-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,8350.0,3700.0,7020.833333333333,6285.431
9,2021-01-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,9300.0,6100.0,8241.954137931034,6231.347
10,2021-01-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,9300.0,6950.0,8628.57142857143,6554.305
11,2021-01-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,12500.0,5100.0,10611.688518518517,6731.2544
12,2021-02-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,14100.0,5600.0,11824.73129032258,7218.38
13,2021-02-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,10900.0,4650.0,9525.0,7684.6294
14,2021-02-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,13400.0,8650.0,11734.782608695652,7725.747
15,2021-02-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,13700.0,4700.0,12355.672352941176,8088.79
16,2021-02-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,11850.0,7150.0,10190.754,8449.824
17,2021-02-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,10600.0,5000.0,8627.941176470587,7693.7793
18,2021-02-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,9300.0,7250.0,8464.864864864865,7575.391
19,2021-02-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,9500.0,3000.0,7769.444444444444,7535.294
20,2021-02-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,9400.0,7350.0,8758.823529411764,7507.737
21,2021-02-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,9100.0,7500.0,8150.0,7706.414
22,2021-02-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,8250.0,6500.0,7386.868611111112,7476.3975
23,2021-02-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,8350.0,3900.0,7476.276052631579,7255.671
24,2021-02-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,7300.0,6100.0,6724.8223684210525,7171.56
25,2021-02-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,9550.0,7500.0,9124.0,7408.993
26,2021-02-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,10050.0,8900.0,9309.592,7642.022
27,2021-03-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,8100.0,7000.0,7589.285714285715,7535.326
28,2021-03-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,7500.0,3800.0,7043.716764705882,7370.863
29,2021-03-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,7550.0,6900.0,7238.75,7125.905
30,2021-03-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,7750.0,6750.0,7208.654523809523,6975.511
31,2021-03-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,7250.0,6300.0,6812.790697674419,6837.978
32,2021-03-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,6500.0,5750.0,6075.0,6599.199
33,2021-03-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,6000.0,5300.0,5593.722857142857,6392.7773
34,2021-03-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,6100.0,5428.57,5796.428529411765,6147.5884
35,2021-03-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,6750.0,5450.0,6079.166666666667,5984.511
36,2021-03-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,6350.0,5500.0,5993.333333333333,5906.3657
37,2021-03-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,6200.0,5400.0,5851.612903225807,5699.6562
38,2021-03-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,6350.0,5550.0,5869.117647058823,5674.2437
39,2021-03-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,6500.0,5600.0,6177.272727272727,5690.888
40,2021-03-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,6500.0,5700.0,6109.981666666667,5786.459
41,2021-03-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,6300.0,5000.0,5795.075681818183,5849.91
42,2021-03-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,6100.0,5000.0,5429.72972972973,5739.339
43,2021-03-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,5800.0,4300.0,4993.364259259259,5598.6235
44,2021-03-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,5150.0,4500.0,4756.25,5401.237
45,2021-03-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,4650.0,4967.981470588235,5235.7896
46,2021-03-31,서울가락도매,중앙청과,풋고추,청양,특,1KG,5400.0,4350.0,4790.816428571428,4969.0283
47,2021-04-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,4200.0,4516.7246341463415,4934.772
48,2021-04-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,5050.0,3850.0,4432.597428571428,5107.753
49,2021-04-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,4900.0,3500.0,4116.666666666667,4891.5356
50,2021-04-07,서울가락도매,중앙청과,풋고추,청양,특,1KG,3700.0,2700.0,3131.6488888888885,4051.115
51,2021-04-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,3600.0,2550.0,2981.325185185185,3721.1375
52,2021-04-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,2650.0,3085.3658536585367,3468.4636
53,2021-04-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,3600.0,2750.0,3242.635581395349,3307.3066
54,2021-04-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,3150.0,3150.0,3150.0,3207.9507
55,2021-04-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,3500.0,2750.0,3040.0,3166.616
56,2021-04-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,3500.0,2357.14,3029.3721818181816,3103.032
57,2021-04-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,3450.0,2350.0,2740.9264583333334,3062.8877
58,2021-04-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,3350.0,2375.0,2683.8541666666665,3043.3733
59,2021-04-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,2700.0,2700.0,2700.0,2989.9023
60,2021-04-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,2500.0,2768.1286842105264,2884.5571
61,2021-04-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,3500.0,2562.5,2882.785,2862.5684
62,2021-04-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,3650.0,2550.0,3152.3147222222224,2848.733
63,2021-04-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,4200.0,2750.0,3531.769074074074,3127.9324
64,2021-04-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,4350.0,3000.0,3393.75,3225.1912
65,2021-04-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,2850.0,3446.428571428572,3293.486
66,2021-04-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,4200.0,3300.0,3548.7804878048782,3545.225
67,2021-05-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,4550.0,2650.0,3859.768205128205,3628.6453
68,2021-05-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,4650.0,2857.14,3431.766842105263,3558.9558
69,2021-05-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,3000.0,3500.284090909091,3523.0054
70,2021-05-07,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,2750.0,3460.3995454545457,3506.1233
71,2021-05-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,4100.0,2650.0,3047.0,3400.7964
72,2021-05-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,3300.0,1850.0,2592.246756756757,3311.2966
73,2021-05-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,3200.0,2300.0,2586.9897959183672,2995.3333
74,2021-05-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,3300.0,2200.0,2580.851063829787,2878.54
75,2021-05-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,3800.0,1850.0,2315.625,2717.258
76,2021-05-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,4100.0,2350.0,3111.785714285714,2251.4329
77,2021-05-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,4800.0,3100.0,3866.3334,2841.588
78,2021-05-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,5500.0,2500.0,3488.848095238095,3088.333
79,2021-05-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,4800.0,2450.0,3159.447450980392,3151.4592
80,2021-05-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,4850.0,2000.0,3180.740666666667,3177.7825
81,2021-05-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,4700.0,2800.0,3682.5230232558138,3268.987
82,2021-05-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,2625.0,3417.2619047619046,3476.9976
83,2021-06-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,1800.0,2938.6363636363635,3446.8337
84,2021-06-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,2800.0,3584.6241666666665,3297.6694
85,2021-06-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,6000.0,3750.0,4451.5625,3416.7407
86,2021-06-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,6100.0,3200.0,3901.9385416666655,3792.7434
87,2021-06-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,6800.0,2350.0,4515.789473684211,4343.969
88,2021-06-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,7400.0,2450.0,4585.106382978724,4527.2427
89,2021-06-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,6000.0,3650.0,4641.666666666667,4615.7197
90,2021-06-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,2666.67,2666.67,2666.67,4595.2544
91,2021-06-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,5600.0,2300.0,3346.3414634146343,4211.044
92,2021-06-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,5200.0,2600.0,3387.0689655172414,3825.6125
93,2021-06-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,5500.0,2650.0,3505.232558139535,3709.1804
94,2021-06-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,3000.0,3000.0,3000.0,3577.1387
95,2021-06-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,2500.0,3785.9116,3643.744
96,2021-06-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,2400.0,3689.1975308641977,3683.565
97,2021-06-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,5500.0,2350.0,3470.2315000000003,3669.0364
98,2021-06-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,4125.0,4125.0,4125.0,3548.5962
99,2021-06-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,4125.0,2300.0,3320.833333333333,3509.3496
100,2021-06-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,1350.0,2954.211176470588,3332.98
101,2021-07-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1538.46,2831.9596825396825,3288.9692
102,2021-07-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,11750.0,2500.0,4154.545454545455,3280.2556
103,2021-07-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,6700.0,1000.0,4235.538,3477.0974
104,2021-07-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,3125.0,3125.0,3125.0,3720.9033
105,2021-07-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,1538.46,3420.9933333333333,3678.633
106,2021-07-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,6300.0,300.0,4133.596701030928,4089.1008
107,2021-07-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,5800.0,500.0,3603.6516853932585,4267.4873
108,2021-07-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,6200.0,1150.0,4339.550256410257,4335.191
109,2021-07-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,4375.0,2200.0,3575.0,4331.986
110,2021-07-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,3125.0,3000.0,3083.333333333333,5084.506
111,2021-07-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,2500.0,1375.0,2041.6666666666667,4642.2046
112,2021-07-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,1200.0,3006.661408450704,4063.86
113,2021-07-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1500.0,3153.45835443038,3859.3577
114,2021-07-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,2500.0,1375.0,2109.375,3686.8662
115,2021-07-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,3250.0,2100.0,2491.6666666666665,3216.9812
116,2021-07-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,2800.0,1500.0,2315.432098765432,3043.0388
117,2021-07-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,3350.0,1300.0,2263.152530120482,2837.1116
118,2021-07-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,4200.0,2000.0,2878.7061764705886,2700.3423
119,2021-07-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,4150.0,1750.0,2606.818181818182,2706.6702
120,2021-07-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,2500.0,1625.0,2125.0,2761.1477
121,2021-07-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,2375.0,1625.0,2125.0,2639.7012
122,2021-07-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,3500.0,1625.0,2576.033604651163,2622.3848
123,2021-07-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,1625.0,2388.611111111112,2613.8896
124,2021-07-31,서울가락도매,중앙청과,풋고추,청양,특,1KG,3700.0,1250.0,2579.789310344828,2619.4102
125,2021-08-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,4400.0,2125.0,3460.1645000000003,2699.6707
126,2021-08-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1750.0,3618.8272222222217,2862.1582
127,2021-08-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,4300.0,1750.0,2916.9733333333334,3006.713
128,2021-08-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,1625.0,3010.9309900990097,3113.6382
129,2021-08-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,1125.0,2238.770512820513,3065.8948
130,2021-08-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,3100.0,1000.0,2304.1270000000004,2799.164
131,2021-08-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,2125.0,1750.0,1931.8181818181813,2682.2185
132,2021-08-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,1650.0,2271.808732394366,2489.7007
133,2021-08-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,3300.0,1500.0,2264.477023809524,2372.3806
134,2021-08-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,3200.0,1450.0,2166.30191919192,2272.839
135,2021-08-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,3062.5,900.0,1579.3962500000002,2172.0012
136,2021-08-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,1875.0,750.0,1446.428571428571,2018.5161
137,2021-08-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,2125.0,1000.0,1522.7272727272727,1837.1517
138,2021-08-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,2350.0,777.78,1529.8032467532469,1719.6917
139,2021-08-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,2500.0,1000.0,1524.1379310344828,1587.3826
140,2021-08-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,2600.0,750.0,1766.641129032258,1512.7809
141,2021-08-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,3100.0,1125.0,2278.030303030303,1513.4545
142,2021-08-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,1125.0,1125.0,1125.0,1797.8159
143,2021-08-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,2500.0,750.0,1473.7878333333333,1773.5875
144,2021-08-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,2600.0,1042.86,1572.1727083333335,1716.5573
145,2021-08-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,3050.0,750.0,1919.2593333333327,1643.9381
146,2021-08-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,3100.0,500.0,1782.2835483870967,1593.646
147,2021-08-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,1750.0,1125.0,1333.3333333333333,1561.6022
148,2021-08-31,서울가락도매,중앙청과,풋고추,청양,특,1KG,2800.0,500.0,1540.3131506849315,1538.5632
149,2021-09-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,1375.0,875.0,1142.857142857143,1493.028
150,2021-09-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,3200.0,500.0,2198.285438596491,1384.0458
151,2021-09-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,1250.0,3482.908163265306,1556.701
152,2021-09-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1000.0,2599.239789473684,2084.259
153,2021-09-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,2800.0,1100.0,1938.6275609756096,2190.6812
154,2021-09-07,서울가락도매,중앙청과,풋고추,청양,특,1KG,2000.0,500.0,1305.214625,2131.8022
155,2021-09-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,1850.0,850.0,1305.7692307692307,1889.9568
156,2021-09-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,3500.0,1375.0,2385.543055555556,1703.502
157,2021-09-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,3650.0,1125.0,2743.716904761905,1800.6017
158,2021-09-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,3650.0,1000.0,2425.684745762712,2055.7595
159,2021-09-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,1625.0,1000.0,1364.5825,2096.2256
160,2021-09-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,2550.0,500.0,1533.181833333333,1712.926
161,2021-09-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,500.0,1923.1818181818185,1598.6559
162,2021-09-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,500.0,1951.737142857143,1660.4987
163,2021-09-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,5600.0,1250.0,3437.5861904761905,1747.1542
164,2021-09-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,500.0,2078.169014084507,2124.7354
165,2021-09-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,2050.0,2050.0,2050.0,2087.175
166,2021-09-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,2300.0,450.0,1226.470588235294,1933.3367
167,2021-09-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,1250.0,1250.0,1250.0,1762.7601
168,2021-09-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,1000.0,500.0,750.0,1647.9653
169,2021-09-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,2300.0,1000.0,1637.5,1478.038
170,2021-10-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,3100.0,750.0,2042.4242424242425,1416.221
171,2021-10-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,2850.0,850.0,1958.6538461538464,1492.8204
172,2021-10-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,1500.0,1250.0,1333.3333333333333,1654.0911
173,2021-10-07,서울가락도매,중앙청과,풋고추,청양,특,1KG,2900.0,200.0,1277.0220588235295,1797.1593
174,2021-10-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,2900.0,400.0,1859.090909090909,1698.2712
175,2021-10-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,4350.0,625.0,2312.9045,1702.918
176,2021-10-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,4400.0,625.0,2812.179487179488,1863.5444
177,2021-10-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,2000.0,1500.0,1833.3333333333333,2146.5085
178,2021-10-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1500.0,2589.627659574468,2307.1558
179,2021-10-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,3800.0,700.0,1842.5438596491229,2326.9314
180,2021-10-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,3600.0,750.0,2154.651162790697,2206.2434
181,2021-10-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,3050.0,650.0,1931.700701754386,2155.252
182,2021-10-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,2250.0,1250.0,1750.0,2118.149
183,2021-10-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,2250.0,1625.0,1916.6671428571428,2350.6582
184,2021-10-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,4700.0,2000.0,3439.1666666666665,2470.2864
185,2021-10-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,5600.0,1550.0,3909.259259259259,2743.6138
186,2021-10-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,2125.0,4094.230769230769,3132.0974
187,2021-10-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,5300.0,1285.71,3756.860789473684,3501.8855
188,2021-10-25,서울가락도매,중앙청과,풋고추,청양,특,1KG,4600.0,1428.57,2754.1207692307694,3647.7344
189,2021-10-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,4800.0,4150.0,4475.0,3627.2253
190,2021-10-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,4550.0,1250.0,3567.3076923076924,3749.987
191,2021-10-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,4700.0,875.0,3880.303030303032,4009.2842
192,2021-10-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,4900.0,1000.0,3927.4193548387098,3980.4492
193,2021-10-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,4800.0,1500.0,3919.444444444444,3963.4873
194,2021-11-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,2250.0,1250.0,1695.0,3925.7278
195,2021-11-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,2250.0,2250.0,2250.0,3560.776
196,2021-11-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,2000.0,1250.0,1625.0,3302.8635
197,2021-11-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,4100.0,750.0,3336.428571428572,3160.0142
198,2021-11-05,서울가락도매,중앙청과,풋고추,청양,특,1KG,4850.0,1750.0,4035.4166666666665,3220.248
199,2021-11-06,서울가락도매,중앙청과,풋고추,청양,특,1KG,5850.0,2000.0,4229.9478125000005,3418.7297
200,2021-11-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,4125.0,2500.0,3312.5,3714.7292
201,2021-11-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,4700.0,4700.0,4700.0,3997.5513
202,2021-11-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,4900.0,2000.0,4132.094594594595,4063.7434
203,2021-11-12,서울가락도매,중앙청과,풋고추,청양,특,1KG,5000.0,2350.0,4101.42268292683,4135.0244
204,2021-11-13,서울가락도매,중앙청과,풋고추,청양,특,1KG,4700.0,1500.0,3676.767575757576,4114.782
205,2021-11-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,1000.0,1000.0,1000.0,3994.7683
206,2021-11-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,2300.0,3230.3030303030305,3342.2812
207,2021-11-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,4100.0,2300.0,3465.0,3167.4026
208,2021-11-19,서울가락도매,중앙청과,풋고추,청양,특,1KG,3850.0,2300.0,3242.1875,3102.6743
209,2021-11-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,3800.0,1900.0,3203.698928571429,3069.4722
210,2021-11-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,3125.0,3125.0,3125.0,3482.5078
211,2021-11-26,서울가락도매,중앙청과,풋고추,청양,특,1KG,3900.0,3150.0,3571.09375,3508.9458
212,2021-11-27,서울가락도매,중앙청과,풋고추,청양,특,1KG,3400.0,2400.0,3087.169,3477.9116
213,2021-11-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,3150.0,3150.0,3150.0,3341.8845
214,2021-12-01,서울가락도매,중앙청과,풋고추,청양,특,1KG,3350.0,2100.0,3112.4444,3087.3186
215,2021-12-02,서울가락도매,중앙청과,풋고추,청양,특,1KG,3650.0,1125.0,3184.259259259259,3032.9553
216,2021-12-03,서울가락도매,중앙청과,풋고추,청양,특,1KG,3900.0,2200.0,3474.0,3065.8962
217,2021-12-04,서울가락도매,중앙청과,풋고추,청양,특,1KG,3900.0,2700.0,3496.0,3134.0479
218,2021-12-08,서울가락도매,중앙청과,풋고추,청양,특,1KG,4400.0,3700.0,4023.214285714286,3471.562
219,2021-12-09,서울가락도매,중앙청과,풋고추,청양,특,1KG,4350.0,3350.0,3851.7241379310335,3608.7039
220,2021-12-10,서울가락도매,중앙청과,풋고추,청양,특,1KG,4150.0,3150.0,3540.7473809523813,3651.2307
221,2021-12-11,서울가락도매,중앙청과,풋고추,청양,특,1KG,3850.0,1500.0,3303.317027027027,3622.522
222,2021-12-14,서울가락도매,중앙청과,풋고추,청양,특,1KG,500.0,500.0,500.0,3618.4297
223,2021-12-15,서울가락도매,중앙청과,풋고추,청양,특,1KG,4400.0,3050.0,3540.0,3379.7148
224,2021-12-16,서울가락도매,중앙청과,풋고추,청양,특,1KG,4350.0,3200.0,3826.470588235294,3384.5684
225,2021-12-17,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,1450.0,3603.409090909091,3450.4033
226,2021-12-18,서울가락도매,중앙청과,풋고추,청양,특,1KG,4050.0,2850.0,3411.904666666667,3433.6465
227,2021-12-20,서울가락도매,중앙청과,풋고추,청양,특,1KG,3900.0,2300.0,3331.391052631579,3379.2559
228,2021-12-21,서울가락도매,중앙청과,풋고추,청양,특,1KG,4000.0,2300.0,3309.090909090909,3341.5364
229,2021-12-22,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,2850.0,3843.571333333333,3335.8062
230,2021-12-23,서울가락도매,중앙청과,풋고추,청양,특,1KG,4500.0,3050.0,3761.20575,3441.8215
231,2021-12-24,서울가락도매,중앙청과,풋고추,청양,특,1KG,4400.0,2600.0,3603.663076923077,3484.5803
232,2021-12-28,서울가락도매,중앙청과,풋고추,청양,특,1KG,3900.0,2350.0,3189.655172413793,3340.3774
233,2021-12-29,서울가락도매,중앙청과,풋고추,청양,특,1KG,4450.0,2150.0,3692.626774193548,3286.8813
234,2021-12-30,서울가락도매,중앙청과,풋고추,청양,특,1KG,5600.0,3450.0,4602.0,3368.4233
